AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,ConferenceName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Flavio Corradini,31,Canadian,Fl4@gmail.com,On decidability of LTL model checking for process rewrite systems.,2009,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Flavio Corradini,31,Canadian,Fl4@gmail.com,Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,1990,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Flavio Corradini,31,Canadian,Fl4@gmail.com,The Multiple Phase Service Network with Generalized Processor Sharing.,1979,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Maria Rita Di Berardini,68,Canadian,Ma14@gmail.com,The Multiple Phase Service Network with Generalized Processor Sharing.,1979,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Walter Vogler,33,American,Wa12@gmail.com,The Multiple Phase Service Network with Generalized Processor Sharing.,1979,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Walter Vogler,33,American,Wa12@gmail.com,Complexity of Analyzing the Synchronization Structure of Concurrent Programs.,1983,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Paul Pritchard,49,Mexican,Pa16@gmail.com,Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,1990,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
Paul Pritchard,49,Mexican,Pa16@gmail.com,Binary Search Trees in Secondary Memory.,1981,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Paul Pritchard,49,Mexican,Pa16@gmail.com,Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.,1994,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Peter R. J. Asveld,67,Mexican,Pe13@gmail.com,The Multiple Phase Service Network with Generalized Processor Sharing.,1979,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Peter R. J. Asveld,67,Mexican,Pe13@gmail.com,Binary Search Trees in Secondary Memory.,1981,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Peter R. J. Asveld,67,Mexican,Pe13@gmail.com,Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.,1994,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
J. V. Tucker,58,British,J.3@gmail.com,Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.,1994,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
J. V. Tucker,58,British,J.3@gmail.com,Stateless model checking for TSO and PSO.,2017,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Zohar Manna,76,German,Zo11@gmail.com,Binary Search Trees in Secondary Memory.,1981,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Zohar Manna,76,German,Zo11@gmail.com,Orthogonality of Information Structures.,1978,IEEE Transactions on Information Theory,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Zohar Manna,76,German,Zo11@gmail.com,Stateless model checking for TSO and PSO.,2017,IEEE Transactions on Information Theory,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Zohar Manna,76,German,Zo11@gmail.com,Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,1995,IEEE Transactions on Information Theory,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Amir Pnueli,28,French,Am13@gmail.com,Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.,1994,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Amir Pnueli,28,French,Am13@gmail.com,Orthogonality of Information Structures.,1978,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Amir Pnueli,28,French,Am13@gmail.com,Stateless model checking for TSO and PSO.,2017,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Joost Engelfriet,67,German,Jo9@gmail.com,Orthogonality of Information Structures.,1978,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Joost Engelfriet,67,German,Jo9@gmail.com,Stateless model checking for TSO and PSO.,2017,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Joost Engelfriet,67,German,Jo9@gmail.com,Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,1995,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Tjalling Gelsema,56,Canadian,Tj4@gmail.com,Stateless model checking for TSO and PSO.,2017,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Tjalling Gelsema,56,Canadian,Tj4@gmail.com,Order and Metric in the Stream Semantics of Elemental Concurrency.,1987,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Tjalling Gelsema,56,Canadian,Tj4@gmail.com,Relational Database Constraints as Counterexamples.,1997,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Ann E. Kelley Sobel,31,British,An4@gmail.com,Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,1995,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Ann E. Kelley Sobel,31,British,An4@gmail.com,Minimally adequate teacher synthesizes statechart diagrams.,2002,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Ann E. Kelley Sobel,31,British,An4@gmail.com,Order and Metric in the Stream Semantics of Elemental Concurrency.,1987,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Neelam Soundararajan,25,Belgian,Ne18@gmail.com,Order and Metric in the Stream Semantics of Elemental Concurrency.,1987,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Neelam Soundararajan,25,Belgian,Ne18@gmail.com,Thrifty Execution of Task Pipelines.,1985,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Neelam Soundararajan,25,Belgian,Ne18@gmail.com,Expressibility of Output Equals Input.,1992,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Giora Slutzki,51,Finnish,Gi18@gmail.com,Relational Database Constraints as Counterexamples.,1997,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Giora Slutzki,51,Finnish,Gi18@gmail.com,Properties of Data Flow Frameworks.,1990,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Thomas Klingler,63,Finnish,Th15@gmail.com,Relational Database Constraints as Counterexamples.,1997,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Thomas Klingler,63,Finnish,Th15@gmail.com,Properties of Data Flow Frameworks.,1990,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Frank Drewes,61,Swedish,Fr3@gmail.com,Expressibility of Output Equals Input.,1992,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Frank Drewes,61,Swedish,Fr3@gmail.com,Properties of Data Flow Frameworks.,1990,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Frank Drewes,61,Swedish,Fr3@gmail.com,Information Theoretic Approximations for theM/G/1 Retrial Queue.,1994,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Frank Drewes,61,Swedish,Fr3@gmail.com,Top-Down Syntax Analysis.,1971,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
Andreas Maletti,49,American,An16@gmail.com,Information Theoretic Approximations for theM/G/1 Retrial Queue.,1994,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Lars Jacobsen,21,Italian,La7@gmail.com,Data Management Support for Database Management.,1984,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Kim S. Larsen,42,Greece,Ki4@gmail.com,Data Management Support for Database Management.,1984,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Bruce Russell,24,Scottish,Br13@gmail.com,Data Management Support for Database Management.,1984,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Bruce Russell,24,Scottish,Br13@gmail.com,d-Words and d-Languages.,1998,IEEE Transactions on Information Theory,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Bruce Russell,24,Scottish,Br13@gmail.com,An Alternative Implementation of an Insertion-Only Recovery Technique.,1982,IEEE Transactions on Information Theory,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Bruce Russell,24,Scottish,Br13@gmail.com,Approximation schemes for the Min-Max Starting Time Problem.,2004,IEEE Transactions on Information Theory,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Graham Wrightson,74,Canadian,Gr18@gmail.com,d-Words and d-Languages.,1998,IEEE Transactions on Information Theory,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Graham Wrightson,74,Canadian,Gr18@gmail.com,An Alternative Implementation of an Insertion-Only Recovery Technique.,1982,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Graham Wrightson,74,Canadian,Gr18@gmail.com,On the Expansion of Non-Linear Functions.,1991,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Graham Wrightson,74,Canadian,Gr18@gmail.com,Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.,1998,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Joakim von Wright,38,Mexican,Jo4@gmail.com,Approximation schemes for the Min-Max Starting Time Problem.,2004,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Joakim von Wright,38,Mexican,Jo4@gmail.com,Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.,1998,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Nissim Francez,46,British,Ni0@gmail.com,Approximation schemes for the Min-Max Starting Time Problem.,2004,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
Nissim Francez,46,British,Ni0@gmail.com,Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.,1998,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Boris Klebansky,30,Finnish,Bo3@gmail.com,On the Expansion of Non-Linear Functions.,1991,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Boris Klebansky,30,Finnish,Bo3@gmail.com,EOL Systems with Control Devices.,1974,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Amir Pnueli,77,British,Am15@gmail.com,EOL Systems with Control Devices.,1974,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Amir Pnueli,77,British,Am15@gmail.com,Analysis of Space Allocation in a Generally Fragmented Linear Store.,1987,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Charles N. Fischer,50,Irish,Ch8@gmail.com,EOL Systems with Control Devices.,1974,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Charles N. Fischer,50,Irish,Ch8@gmail.com,Computational Fractal Geometry with WFA.,1997,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
D. R. Milton,28,Greece,D.16@gmail.com,Analysis of Space Allocation in a Generally Fragmented Linear Store.,1987,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
D. R. Milton,28,Greece,D.16@gmail.com,Metric temporal logic revisited.,2016,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
S. B. Quiring,29,Mexican,S.8@gmail.com,Computational Fractal Geometry with WFA.,1997,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
S. B. Quiring,29,Mexican,S.8@gmail.com,Parsing Regular Grammars with Finite Lookahead.,1981,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Axel van Lamsweerde,59,Scottish,Ax4@gmail.com,Parsing Regular Grammars with Finite Lookahead.,1981,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Axel van Lamsweerde,59,Scottish,Ax4@gmail.com,Comparing Expressibility of Normed BPA and Normed BPP Processes.,1999,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
Axel van Lamsweerde,59,Scottish,Ax4@gmail.com,Genericity and the pi-calculus.,2005,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Michel Sintzoff,22,Irish,Mi8@gmail.com,Metric temporal logic revisited.,2016,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Michel Sintzoff,22,Irish,Mi8@gmail.com,Comparing Expressibility of Normed BPA and Normed BPP Processes.,1999,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Michel Sintzoff,22,Irish,Mi8@gmail.com,Genericity and the pi-calculus.,2005,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Michel Sintzoff,22,Irish,Mi8@gmail.com,Multi-tilde-bar expressions and their automata.,2012,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Jon Louis Bentley,42,Finnish,Jo3@gmail.com,Genericity and the pi-calculus.,2005,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Hermann A. Maurer,52,American,He5@gmail.com,Genericity and the pi-calculus.,2005,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Hermann A. Maurer,52,American,He5@gmail.com,Multi-tilde-bar expressions and their automata.,2012,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Hermann A. Maurer,52,American,He5@gmail.com,Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).,2017,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
John B. Kam,71,Swedish,Jo0@gmail.com,Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).,2017,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
John B. Kam,71,Swedish,Jo0@gmail.com,Page Size in Demand-Paging Systems.,1973,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
John B. Kam,71,Swedish,Jo0@gmail.com,On Hierarchies of Abstract Data Types.,1983,Information Sciences,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Jeffrey D. Ullman,59,Greece,Je15@gmail.com,On Hierarchies of Abstract Data Types.,1983,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Jeffrey D. Ullman,59,Greece,Je15@gmail.com,Update Operations in Deductive Databases with Functional Dependencies.,1994,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
Mikkel Thorup,37,French,Mi0@gmail.com,Update Operations in Deductive Databases with Functional Dependencies.,1994,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Matthew Hennessy,76,Swedish,Ma13@gmail.com,Page Size in Demand-Paging Systems.,1973,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Matthew Hennessy,76,Swedish,Ma13@gmail.com,Update Operations in Deductive Databases with Functional Dependencies.,1994,NeuroImage,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,sequence alignment,gene finding,genome assembly,drug design
Matthew Hennessy,76,Swedish,Ma13@gmail.com,Apex Graph Grammars and Attribute Grammars.,1988,NeuroImage,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Matthew Hennessy,76,Swedish,Ma13@gmail.com,Optimum Decision Trees - An Optimal Variable Theorem and its Related Applications.,1985,NeuroImage,Canada,309-8-1-100286-2,6.5709/1161181181072332,37,28,14,sequence alignment,gene finding,genome assembly,drug design
Joseph M. Morris,50,Greece,Jo3@gmail.com,On Hierarchies of Abstract Data Types.,1983,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Joseph M. Morris,50,Greece,Jo3@gmail.com,An Algorithm for Merging Heaps.,1985,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Erik D. Demaine,67,British,Er3@gmail.com,Optimum Decision Trees - An Optimal Variable Theorem and its Related Applications.,1985,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Erik D. Demaine,67,British,Er3@gmail.com,Short Proofs for Tricky Formulas.,1985,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Erik D. Demaine,67,British,Er3@gmail.com,Some Average Performance Measures for the B-Tree.,1985,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Erik D. Demaine,67,British,Er3@gmail.com,The 'Hoare Logic' of Concurrent Programs.,1980,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
J. Ian Munro,53,Scottish,J.2@gmail.com,An Algorithm for Merging Heaps.,1985,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
J. Ian Munro,53,Scottish,J.2@gmail.com,Some Average Performance Measures for the B-Tree.,1985,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
J. Ian Munro,53,Scottish,J.2@gmail.com,Robust Data Types.,1982,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
S. Kiran Kumar,22,Norwegian,S.13@gmail.com,Short Proofs for Tricky Formulas.,1985,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
S. Kiran Kumar,22,Norwegian,S.13@gmail.com,Some Average Performance Measures for the B-Tree.,1985,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
C. Pandu Rangan,39,British,C.1@gmail.com,Concurrency of Operations on B-Trees.,1977,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Mila E. Majster-Cederbaum,60,Finnish,Mi17@gmail.com,Robust Data Types.,1982,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Mila E. Majster-Cederbaum,60,Finnish,Mi17@gmail.com,Concurrency of Operations on B-Trees.,1977,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Jinzhao Wu,64,Irish,Ji8@gmail.com,Robust Data Types.,1982,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Jinzhao Wu,64,Irish,Ji8@gmail.com,Concurrency of Operations on B-Trees.,1977,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Houguang Yue,69,French,Ho14@gmail.com,Chromatic Binary Search Trees. A Structure for Concurrent Rebalancing.,1996,IEEE Transactions on Neural Networks and Learning Systems,Israel,841-0-19-100447-0,0.5555/1081171011067451,78,139,8,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Houguang Yue,69,French,Ho14@gmail.com,Constructing Maximal Slicings from Geometry.,1986,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Houguang Yue,69,French,Ho14@gmail.com,A complexity tradeoff in ranking-function termination proofs.,2009,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Changwook Kim,30,Swedish,Ch15@gmail.com,Concurrency of Operations on B-Trees.,1977,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Changwook Kim,30,Swedish,Ch15@gmail.com,A complexity tradeoff in ranking-function termination proofs.,2009,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
