AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,JournalName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Arto Salomaa,67,American,Ar12@gmail.com,Possibility and Impossibility Results in a Shared Memory Environment.,2014,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,language semantics,data structures,Scalable data analysis and query processing,digital technology for older people
Arto Salomaa,67,American,Ar12@gmail.com,Specifying Communication in Distributed Information Systems.,2005,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,distributed programming,type theory,Heating Ventilation,vision and graphics
Joost Engelfriet,35,Norwegian,Jo13@gmail.com,Type-based hot swapping of running modules.,2005,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Automotive software,Privacy,Service and cloud computing,Reinforcement Learning
Joost Engelfriet,35,Norwegian,Jo13@gmail.com,Nearly Optimal Hierarchies for Network and Formula Size.,2008,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,Security,affective computing,Mobile Protection,Electronic warfare engineering
Tjalling Gelsema,43,German,Tj4@gmail.com,Nearly Optimal Hierarchies for Network and Formula Size.,2005,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,gene finding,digital technology for older people,coordination and reliability,computational biology
Tjalling Gelsema,43,German,Tj4@gmail.com,On the tree inclusion problem.,2012,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Machine Learning for Computer Vision,affective computing,genome assembly,Image-based Rendering and Animation
Peter J. Denning,48,British,Pe15@gmail.com,Specifying Communication in Distributed Information Systems.,2005,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,language semantics,computer security,Telephony,Recommender Systems
Peter J. Denning,48,British,Pe15@gmail.com,Compositional Analysis of C/C++ Programs with VeriSoft.,2014,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Mobile Protection,protein structure prediction,data transformation,Numerical quadrature
Peter J. Denning,48,British,Pe15@gmail.com,On the tree inclusion problem.,2009,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Finding roots of nonlinear equations,digital health,Internet of Things,Online Scams
Peter J. Denning,48,British,Pe15@gmail.com,Controlled finite automata.,2005,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,sequence alignment,Service and cloud computing,program analysis,database systems
Kevin C. Kahn,22,Mexican,Ke8@gmail.com,Algebraic Models of Microprocessors: Architecture and Organisation.,2013,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,networking,Natural Language Processing,digital health,Technology-enhanced learning
Jacques Leroudier,77,Scottish,Ja11@gmail.com,Compositional Analysis of C/C++ Programs with VeriSoft.,2013,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,probabilistic computation,computational complexity,3D Modelling of Humans,vision and graphics
Jacques Leroudier,77,Scottish,Ja11@gmail.com,On the tree inclusion problem.,2010,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,3D Modelling of Humans,parallel and distributed computation,Service and cloud computing,computer security
Jacques Leroudier,77,Scottish,Ja11@gmail.com,Controlled finite automata.,2010,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Medical device software,computational biology,quantum computation,cryptography
Dominique Potier,77,Swedish,Do17@gmail.com,A top-down proof procedure for generalized data dependencies.,2005,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,drug design,Secure data processing,program analysis,Robotics
Rajan Suri,36,American,Ra5@gmail.com,Program Analysis and Optimization through Kernel-Control Decomposition.,2007,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Natural Language Processing,automated theorem proving,parallel and distributed computation,Robotics
Rajan Suri,36,American,Ra5@gmail.com,A top-down proof procedure for generalized data dependencies.,2007,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,algebra,parallel and distributed computation,Machine Learning,automata theory
Rajan Suri,36,American,Ra5@gmail.com,Flow Languages Equal Recursively Enumerable Languages.,2013,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,Metadata management,Numerical quadrature,data transformation,Telephony
Emanuela Fachini,65,Mexican,Em3@gmail.com,Algebraic Models of Microprocessors: Architecture and Organisation.,2011,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,3D Scene Analysis,Augmented Reality,Data Breaches,program analysis
Emanuela Fachini,65,Mexican,Em3@gmail.com,A top-down proof procedure for generalized data dependencies.,2008,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Mobile Protection,using data to design user interfaces,Interpolation and approximation,digital technology for older people
Emanuela Fachini,65,Mexican,Em3@gmail.com,Flow Languages Equal Recursively Enumerable Languages.,2005,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Image-based Rendering and Animation,drug discovery,Automotive software,using data to design user interfaces
Emanuela Fachini,65,Mexican,Em3@gmail.com,Simple Extensions of 1-writer Atomic Variable Constructions to Multiwriter Ones.,2007,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,quantum computation,Service and cloud computing,computational biology,Privacy
Andrea Maggiolo-Schettini,64,Finnish,An6@gmail.com,Flow Languages Equal Recursively Enumerable Languages.,2012,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Service and cloud computing,Safe Computing,Machine Learning for Computer Vision,Scalable data analysis and query processing
Davide Sangiorgi,70,Greece,Da0@gmail.com,Simple Extensions of 1-writer Atomic Variable Constructions to Multiwriter Ones.,2008,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,protein structure alignment,3D Scene Analysis,protein structure prediction,Avionics software
Davide Sangiorgi,70,Greece,Da0@gmail.com,Lower Bounds for On-Line Two-Dimensional Packing Algorithms.,2010,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,data transformation,Data Breaches,Secure data processing,Scalable internet services
Davide Sangiorgi,70,Greece,Da0@gmail.com,A Maximum Entropy Priority Approximation for a StableG/G/1 Queue.,2013,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,networking,Automotive software,Automotive software,Consistency
Christian Choffrut,55,American,Ch14@gmail.com,Simple Extensions of 1-writer Atomic Variable Constructions to Multiwriter Ones.,2008,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Reinforcement Learning,Optimization,Numerical quadrature,Automotive software
Christian Choffrut,55,American,Ch14@gmail.com,Lower Bounds for On-Line Two-Dimensional Packing Algorithms.,2007,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Natural Language Processing,Computational Video,computational economics,Computer Vision
Christian Choffrut,55,American,Ch14@gmail.com,A Maximum Entropy Priority Approximation for a StableG/G/1 Queue.,2010,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,Privacy,Machine Learning for Computer Vision,automated theorem proving,drug design
Karel Culik II,32,British,Ka1@gmail.com,A Maximum Entropy Priority Approximation for a StableG/G/1 Queue.,2013,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,protein structure prediction,networking,computational complexity,Reinforcement Learning
Karel Culik II,32,British,Ka1@gmail.com,A Kernel Language for Programmed Rewriting of (Hyper)graphs.,2013,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,computational biology,Internet of Things,Medical device software,Data Breaches
Michael Schenke,70,Greece,Mi3@gmail.com,A Maximum Entropy Priority Approximation for a StableG/G/1 Queue.,2005,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Scalable data analysis and query processing,drug design,gene finding,digital technology for older people
Michael Schenke,70,Greece,Mi3@gmail.com,Subtyping for session types in the pi calculus.,2013,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Privacy,human-centred design in intelligent environments,Data Breaches,Secure Passwords
Flavio Corradini,25,British,Fl6@gmail.com,A Kernel Language for Programmed Rewriting of (Hyper)graphs.,2014,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,3D Scene Analysis,probabilistic computation,Service and cloud computing,computer security
Flavio Corradini,25,British,Fl6@gmail.com,Synchronous cooperation for explicit multi-threading.,2012,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Scalable data analysis and query processing,language semantics,quantum computation,type theory
Roberto Gorrieri,47,Irish,Ro12@gmail.com,A Fair Calculus of Communicating Systems.,2005,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,Augmented Reality,computer security,database systems,computer security
Roberto Gorrieri,47,Irish,Ro12@gmail.com,Generalized normal form for rewriting P systems.,2012,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,protein structure alignment,Medical device software,Automotive software,type theory
Roberto Gorrieri,47,Irish,Ro12@gmail.com,A Fixed Point Approach to Parallel Discrete Event Simulation.,2014,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,language semantics,Technology-enhanced learning,3D Modelling of Humans,database systems
Marco Roccetti,37,Swedish,Ma19@gmail.com,Generalized normal form for rewriting P systems.,2014,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,cryptography,Internet of Things,Data Breaches,digital technology for older people
Marco Roccetti,37,Swedish,Ma19@gmail.com,A Fixed Point Approach to Parallel Discrete Event Simulation.,2007,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,Security,pervasive computing and collaboration,Elementary and special functions,artificial intelligence
Anton Nijholt,31,Finnish,An7@gmail.com,Synchronous cooperation for explicit multi-threading.,2009,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,language semantics,Security,Data storage and physical design,type theory
Anton Nijholt,31,Finnish,An7@gmail.com,A Fixed Point Approach to Parallel Discrete Event Simulation.,2013,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,Security,Avionics software,language semantics,Machine Learning for Computer Vision
Anton Nijholt,31,Finnish,An7@gmail.com,On decidability of LTL model checking for process rewrite systems.,2007,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,pervasive computing and collaboration,Security,data transformation,Energy lab
Kung-Kiu Lau,29,Italian,Ku0@gmail.com,Synchronous cooperation for explicit multi-threading.,2005,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Security,Optimization,Medical device software,protein structure prediction
Kung-Kiu Lau,29,Italian,Ku0@gmail.com,A Fixed Point Approach to Parallel Discrete Event Simulation.,2009,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Service and cloud computing,using data to design user interfaces,Telemetry,Scalable internet services
Kung-Kiu Lau,29,Italian,Ku0@gmail.com,Type Introduction for Equational Rewriting.,2008,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,cryptography,digital health,Telemetry,Elementary and special functions
Kung-Kiu Lau,29,Italian,Ku0@gmail.com,On decidability of LTL model checking for process rewrite systems.,2005,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Consistency,language semantics,Natural Language Processing,sequence alignment
Kung-Kiu Lau,29,Italian,Ku0@gmail.com,Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,2014,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Electronic warfare engineering,networking,Machine Learning for Computer Vision,Automotive software
Flavio Corradini,31,Canadian,Fl4@gmail.com,A Fixed Point Approach to Parallel Discrete Event Simulation.,2010,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,Interpolation and approximation,affective computing,algebra,artificial intelligence
Maria Rita Di Berardini,68,Canadian,Ma14@gmail.com,Type Introduction for Equational Rewriting.,2013,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,Safe Computing,Natural Language Processing,drug discovery,Internet of Things
Maria Rita Di Berardini,68,Canadian,Ma14@gmail.com,On decidability of LTL model checking for process rewrite systems.,2005,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,automated theorem proving,Augmented Reality,Automotive software,Optimization
Maria Rita Di Berardini,68,Canadian,Ma14@gmail.com,Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,2007,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Telephony,Heating Ventilation,drug design,Privacy
Maria Rita Di Berardini,68,Canadian,Ma14@gmail.com,Complexity of Analyzing the Synchronization Structure of Concurrent Programs.,2007,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,affective computing,Secure data processing,digital technology for older people,Natural Language Processing
Walter Vogler,33,American,Wa12@gmail.com,On decidability of LTL model checking for process rewrite systems.,2008,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,Delay-tolerant networking,domain-specific languages,automata theory,Machine Learning
Walter Vogler,33,American,Wa12@gmail.com,Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,2013,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Delay-tolerant networking,computational biology,language implementation,Electronic warfare engineering
Walter Vogler,33,American,Wa12@gmail.com,Binary Search Trees in Secondary Memory.,2014,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,digital health,Biomedical Image Analysis,Image-based Rendering and Animation,Automotive software
Paul Pritchard,49,Mexican,Pa16@gmail.com,The Multiple Phase Service Network with Generalized Processor Sharing.,2014,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Telemetry,Privacy,computational economics,Numerical linear algebra
Paul Pritchard,49,Mexican,Pa16@gmail.com,Complexity of Analyzing the Synchronization Structure of Concurrent Programs.,2007,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,probabilistic computation,Internet of Things,Scalable internet services,Data storage and physical design
Peter R. J. Asveld,67,Mexican,Pe13@gmail.com,Complexity of Analyzing the Synchronization Structure of Concurrent Programs.,2008,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Image-based Rendering and Animation,protein structure prediction,Telemetry,Avionics software
Peter R. J. Asveld,67,Mexican,Pe13@gmail.com,Orthogonality of Information Structures.,2009,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,data transformation,algebra,3D Scene Analysis,machine learning
J. V. Tucker,58,British,J.3@gmail.com,Complexity of Analyzing the Synchronization Structure of Concurrent Programs.,2005,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Technology-enhanced learning,Declarative languages and runtime systems,Internet of Things,Medical device software
J. V. Tucker,58,British,J.3@gmail.com,Binary Search Trees in Secondary Memory.,2009,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,Data Breaches,Scalable data analysis and query processing,language semantics,Data storage and physical design
J. V. Tucker,58,British,J.3@gmail.com,Orthogonality of Information Structures.,2007,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Secure data processing,Energy lab,Scalable internet services,Optimization
Zohar Manna,76,German,Zo11@gmail.com,Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.,2012,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,computational biology,Natural Language Processing,automata theory,Deep Learning
Amir Pnueli,28,French,Am13@gmail.com,Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,2009,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,type theory,quantum computation,Mobile Protection,Reinforcement Learning
Amir Pnueli,28,French,Am13@gmail.com,Minimally adequate teacher synthesizes statechart diagrams.,2007,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Robotics,protein structure alignment,Avionics software,Declarative languages and runtime systems
Joost Engelfriet,67,German,Jo9@gmail.com,Minimally adequate teacher synthesizes statechart diagrams.,2007,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,digital health,quantum computation,3D Modelling of Humans,protein structure prediction
Joost Engelfriet,67,German,Jo9@gmail.com,Order and Metric in the Stream Semantics of Elemental Concurrency.,2006,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,pervasive computing and collaboration,protein structure prediction,probabilistic computation,Metadata management
Tjalling Gelsema,56,Canadian,Tj4@gmail.com,Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,2013,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,sequence alignment,digital technology for older people,human-centred design in intelligent environments,computer security
Tjalling Gelsema,56,Canadian,Tj4@gmail.com,Minimally adequate teacher synthesizes statechart diagrams.,2008,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Scalable internet services,Recommender Systems,genome assembly,Secure data processing
Ann E. Kelley Sobel,31,British,An4@gmail.com,Relational Database Constraints as Counterexamples.,2012,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,Technology-enhanced learning,Malware,human-centred design in intelligent environments,Consistency
Ann E. Kelley Sobel,31,British,An4@gmail.com,Thrifty Execution of Task Pipelines.,2006,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Service and cloud computing,Recommender Systems,genome assembly,3D Modelling of Humans
Neelam Soundararajan,25,Belgian,Ne18@gmail.com,Minimally adequate teacher synthesizes statechart diagrams.,2009,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,type theory,Computer Vision,using data to design user interfaces,Biomedical Image Analysis
Neelam Soundararajan,25,Belgian,Ne18@gmail.com,Relational Database Constraints as Counterexamples.,2013,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Computational Video,program analysis,Computer Vision,Energy lab
Giora Slutzki,51,Finnish,Gi18@gmail.com,Order and Metric in the Stream Semantics of Elemental Concurrency.,2008,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Data Breaches,coordination and reliability,Data cleaning,cryptography
Giora Slutzki,51,Finnish,Gi18@gmail.com,Thrifty Execution of Task Pipelines.,2012,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Malware,Robotics,Finding roots of nonlinear equations,Avionics software
Giora Slutzki,51,Finnish,Gi18@gmail.com,Expressibility of Output Equals Input.,2012,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Service and cloud computing,Finding roots of nonlinear equations,sequence alignment,Security
Thomas Klingler,63,Finnish,Th15@gmail.com,Thrifty Execution of Task Pipelines.,2010,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,machine learning,Robotics,pervasive computing and collaboration,genome assembly
Thomas Klingler,63,Finnish,Th15@gmail.com,Expressibility of Output Equals Input.,2014,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Image-based Rendering and Animation,Biomedical Image Analysis,Online Scams,drug design
Stefan Reisch,32,Greece,St14@gmail.com,Thrifty Execution of Task Pipelines.,2013,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Heating Ventilation,algebra,digital technology for older people,3D Scene Analysis
Stefan Reisch,32,Greece,St14@gmail.com,Expressibility of Output Equals Input.,2013,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Natural Language Processing,Safe Computing,Secure Passwords,Deep Learning
Stefan Reisch,32,Greece,St14@gmail.com,Properties of Data Flow Frameworks.,2007,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,digital health,computer security,sequence alignment,language implementation
Stefan Reisch,32,Greece,St14@gmail.com,Information Theoretic Approximations for theM/G/1 Retrial Queue.,2007,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,Machine Learning,Augmented Reality,affective computing,Elementary and special functions
Andreas Maletti,49,American,An16@gmail.com,Top-Down Syntax Analysis.,2007,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Data cleaning,language semantics,Security,pervasive computing and collaboration
Andreas Maletti,49,American,An16@gmail.com,Hiding in Stream Semantics of Uniform Concurrency.,2005,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,machine learning,Scalable internet services,algebra,Finding roots of nonlinear equations
Andreas Maletti,49,American,An16@gmail.com,Data Management Support for Database Management.,2006,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,Metadata management,coordination and reliability,computational complexity,language semantics
Lars Jacobsen,21,Italian,La7@gmail.com,Information Theoretic Approximations for theM/G/1 Retrial Queue.,2012,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Image-based Rendering and Animation,Numerical quadrature,machine learning,Natural Language Processing
Lars Jacobsen,21,Italian,La7@gmail.com,Top-Down Syntax Analysis.,2010,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,Automotive software,pervasive computing and collaboration,Image-based Rendering and Animation,distributed programming
Lars Jacobsen,21,Italian,La7@gmail.com,Hiding in Stream Semantics of Uniform Concurrency.,2007,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,machine learning,Telemetry,data structures,language semantics
Lars Jacobsen,21,Italian,La7@gmail.com,d-Words and d-Languages.,2013,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Technology-enhanced learning,protein structure prediction,Machine Learning for Computer Vision,Optimization
Kim S. Larsen,42,Greece,Ki4@gmail.com,Top-Down Syntax Analysis.,2005,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Telemetry,Scalable internet services,computational biology,language implementation
Kim S. Larsen,42,Greece,Ki4@gmail.com,Hiding in Stream Semantics of Uniform Concurrency.,2010,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,Augmented Reality,Biomedical Image Analysis,computational biology,human-centred design in intelligent environments
Kim S. Larsen,42,Greece,Ki4@gmail.com,d-Words and d-Languages.,2008,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,program analysis,concurrency,algebra,Secure Passwords
Kim S. Larsen,42,Greece,Ki4@gmail.com,An Alternative Implementation of an Insertion-Only Recovery Technique.,2006,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Telephony,Safe Computing,Metadata management,Heating Ventilation
Bruce Russell,24,Scottish,Br13@gmail.com,Hiding in Stream Semantics of Uniform Concurrency.,2005,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Deep Learning,algebra,artificial intelligence,Secure Passwords
Graham Wrightson,74,Canadian,Gr18@gmail.com,Approximation schemes for the Min-Max Starting Time Problem.,2010,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,parallel and distributed computation,computational economics,Mobile Protection,vision and graphics
Joakim von Wright,38,Mexican,Jo4@gmail.com,An Alternative Implementation of an Insertion-Only Recovery Technique.,2011,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,drug design,Metadata management,Reinforcement Learning,Biomedical Image Analysis
Joakim von Wright,38,Mexican,Jo4@gmail.com,On the Expansion of Non-Linear Functions.,2009,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,affective computing,Heating Ventilation,Data Breaches,using data to design user interfaces
Joakim von Wright,38,Mexican,Jo4@gmail.com,EOL Systems with Control Devices.,2005,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,computational complexity,Security,Malware,language semantics
Nissim Francez,46,British,Ni0@gmail.com,On the Expansion of Non-Linear Functions.,2009,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,type theory,3D Scene Analysis,Natural Language Processing,affective computing
Nissim Francez,46,British,Ni0@gmail.com,EOL Systems with Control Devices.,2008,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,Consistency,drug discovery,language semantics,Energy lab
Nissim Francez,46,British,Ni0@gmail.com,Analysis of Space Allocation in a Generally Fragmented Linear Store.,2005,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,gene finding,Internet of Things,parallel and distributed computation,type theory
Boris Klebansky,30,Finnish,Bo3@gmail.com,Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.,2012,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,automated theorem proving,automata theory,Optimization,Data cleaning
Boris Klebansky,30,Finnish,Bo3@gmail.com,Analysis of Space Allocation in a Generally Fragmented Linear Store.,2006,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,distributed programming,Malware,Internet of Things,networking
Boris Klebansky,30,Finnish,Bo3@gmail.com,Computational Fractal Geometry with WFA.,2010,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,3D Modelling of Humans,3D Scene Analysis,cryptography,language semantics
Amir Pnueli,77,British,Am15@gmail.com,Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.,2014,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,Elementary and special functions,probabilistic computation,gene finding,automata theory
Amir Pnueli,77,British,Am15@gmail.com,Computational Fractal Geometry with WFA.,2010,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,parallel and distributed computation,Optimization,Heating Ventilation,Privacy
Amir Pnueli,77,British,Am15@gmail.com,Parsing Regular Grammars with Finite Lookahead.,2006,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,Online Scams,Safe Computing,pervasive computing and collaboration,Safe Computing
Charles N. Fischer,50,Irish,Ch8@gmail.com,Analysis of Space Allocation in a Generally Fragmented Linear Store.,2009,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,quantum computation,Delay-tolerant networking,Technology-enhanced learning,affective computing
Charles N. Fischer,50,Irish,Ch8@gmail.com,Parsing Regular Grammars with Finite Lookahead.,2011,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,computational economics,Augmented Reality,Machine Learning for Computer Vision,cryptography
