"","X.1","X","AuthorName","Age","Nationality","email","ArticleTitle","YearPublished","ConferenceName","Location","ISBN","DOI","Volume","Npages","Edition","keyword1","keyword2","keyword3","keyword4","Reviewer1","Decision1","Reviewer2","Decision2","Reviewer3","Decision3","EditionName","Review1Name","Review2Name","Review3Name"
"745",745,745,"Zohar Manna",76,"German","Zo11@gmail.com","Binary Search Trees in Secondary Memory.",1981,"IEEE Transactions on Information Theory","Argetina","120-1-11-100766-8","2.6564/113981201095993",9,193,5,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Ralf Wollowski",1,"George Markowsky",0,"Manfred Paul",0,"IEEE Transactions on Information Theory 5","Ralf Wollowski reviews  Binary Search Trees in Secondary Memory.","George Markowsky reviews  Binary Search Trees in Secondary Memory.","Manfred Paul reviews  Binary Search Trees in Secondary Memory."
"746",746,746,"Zohar Manna",76,"German","Zo11@gmail.com","Orthogonality of Information Structures.",1978,"IEEE Transactions on Information Theory","Brazil","741-5-14-100542-7","8.3886/101113120979356",3,172,14,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Achim D. Brucker",1,"Sascha Fendrich",1,"Luc Devroye",0,"IEEE Transactions on Information Theory 14","Achim D. Brucker reviews  Orthogonality of Information Structures.","Sascha Fendrich reviews  Orthogonality of Information Structures.","Luc Devroye reviews  Orthogonality of Information Structures."
"747",747,747,"Zohar Manna",76,"German","Zo11@gmail.com","Stateless model checking for TSO and PSO.",2017,"IEEE Transactions on Information Theory","Germany","566-2-10-100502-8","2.8449/1001031031061503",79,71,8,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Jacques Labetoulle",0,"Artiom Alhazov",0,"Martin Seysen",1,"IEEE Transactions on Information Theory 8","Jacques Labetoulle reviews  Stateless model checking for TSO and PSO.","Artiom Alhazov reviews  Stateless model checking for TSO and PSO.","Martin Seysen reviews  Stateless model checking for TSO and PSO."
"748",748,748,"Zohar Manna",76,"German","Zo11@gmail.com","Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.",1995,"IEEE Transactions on Information Theory","Netherlands","175-0-1-100082-0","3.7004/1021181091066417",67,52,18,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Naoki Kobayashi 0001",1,"Ekkart Kindler",0,"Domenico Parente",0,"IEEE Transactions on Information Theory 18","Naoki Kobayashi 0001 reviews  Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.","Ekkart Kindler reviews  Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.","Domenico Parente reviews  Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations."
"749",749,749,"Amir Pnueli",28,"French","Am13@gmail.com","Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.",1994,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Norbert Ramsperger",0,"T. C. Edwin Cheng",1,"Ikuo Nakata",0,"Annual Meeting of the Association for Computational Linguistics 28","Norbert Ramsperger reviews  Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.","T. C. Edwin Cheng reviews  Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.","Ikuo Nakata reviews  Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays."
"750",750,750,"Amir Pnueli",28,"French","Am13@gmail.com","Orthogonality of Information Structures.",1978,"IEEE Conference on Computer Vision and Pattern Recognition","Israel","208-1-1-100197-6","1.6572/11011997118516",19,59,21,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Mikkel Thorup",0,"Graham Wrightson",0,"Yuxi Fu",1,"IEEE Conference on Computer Vision and Pattern Recognition 21","Mikkel Thorup reviews  Orthogonality of Information Structures.","Graham Wrightson reviews  Orthogonality of Information Structures.","Yuxi Fu reviews  Orthogonality of Information Structures."
"751",751,751,"Amir Pnueli",28,"French","Am13@gmail.com","Stateless model checking for TSO and PSO.",2017,"IEEE Journal of Selected Areas in Communications","Germany","664-5-18-100102-7","8.69/991031061144082",6,125,6,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Maciej Koutny",1,"Karel Culik II",1,"Stephan Heilbrunner",1,"IEEE Journal of Selected Areas in Communications 6","Maciej Koutny reviews  Stateless model checking for TSO and PSO.","Karel Culik II reviews  Stateless model checking for TSO and PSO.","Stephan Heilbrunner reviews  Stateless model checking for TSO and PSO."
"752",752,752,"Joost Engelfriet",67,"German","Jo9@gmail.com","Orthogonality of Information Structures.",1978,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Yoshihide Igarashi",1,"Kamilla Klonowska",0,"Rob J. van Glabbeek",1,"Annual Meeting of the Association for Computational Linguistics 28","Yoshihide Igarashi reviews  Orthogonality of Information Structures.","Kamilla Klonowska reviews  Orthogonality of Information Structures.","Rob J. van Glabbeek reviews  Orthogonality of Information Structures."
"753",753,753,"Joost Engelfriet",67,"German","Jo9@gmail.com","Stateless model checking for TSO and PSO.",2017,"AAAI Conference on Artificial Intelligence","Israel","114-1-2-100068-3","9.4627/1141161181058171",67,108,6,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Kim G. Larsen",0,"Raphael A. Finkel",0,"Robert Meersman",1,"AAAI Conference on Artificial Intelligence 6","Kim G. Larsen reviews  Stateless model checking for TSO and PSO.","Raphael A. Finkel reviews  Stateless model checking for TSO and PSO.","Robert Meersman reviews  Stateless model checking for TSO and PSO."
"754",754,754,"Joost Engelfriet",67,"German","Jo9@gmail.com","Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.",1995,"IEEE Transactions on Wireless Communications","Italy","329-6-18-100771-1","0.7893/116108111109163",89,145,25,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Horst von Brand",0,"Kim S. Larsen",0,"Kamilla Klonowska",0,"IEEE Transactions on Wireless Communications 25","Horst von Brand reviews  Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.","Kim S. Larsen reviews  Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.","Kamilla Klonowska reviews  Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations."
"755",755,755,"Tjalling Gelsema",56,"Canadian","Tj4@gmail.com","Stateless model checking for TSO and PSO.",2017,"IEEE Transactions on Neural Networks and Learning Systems","Israel","841-0-19-100447-0","0.5555/1081171011067451",78,139,8,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Lorenzo Bettini",1,"Linqiang Pan",0,"Alan Fekete",1,"IEEE Transactions on Neural Networks and Learning Systems 8","Lorenzo Bettini reviews  Stateless model checking for TSO and PSO.","Linqiang Pan reviews  Stateless model checking for TSO and PSO.","Alan Fekete reviews  Stateless model checking for TSO and PSO."
"756",756,756,"Tjalling Gelsema",56,"Canadian","Tj4@gmail.com","Order and Metric in the Stream Semantics of Elemental Concurrency.",1987,"IEEE Transactions on Information Theory","Argetina","120-1-11-100766-8","2.6564/113981201095993",9,193,5,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Houguang Yue",1,"Ekkart Kindler",1,"Emanuela Fachini",1,"IEEE Transactions on Information Theory 5","Houguang Yue reviews  Order and Metric in the Stream Semantics of Elemental Concurrency.","Ekkart Kindler reviews  Order and Metric in the Stream Semantics of Elemental Concurrency.","Emanuela Fachini reviews  Order and Metric in the Stream Semantics of Elemental Concurrency."
"757",757,757,"Tjalling Gelsema",56,"Canadian","Tj4@gmail.com","Relational Database Constraints as Counterexamples.",1997,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Thomas P. Murtagh",1,"Mila E. Majster-Cederbaum",0,"Bruce Russell",0,"Annual Meeting of the Association for Computational Linguistics 28","Thomas P. Murtagh reviews  Relational Database Constraints as Counterexamples.","Mila E. Majster-Cederbaum reviews  Relational Database Constraints as Counterexamples.","Bruce Russell reviews  Relational Database Constraints as Counterexamples."
"758",758,758,"Ann E. Kelley Sobel",31,"British","An4@gmail.com","Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.",1995,"Transactions on Geoscience and Remote Sensing","Israel","565-5-19-100564-8","3.1030/9911497115898",14,72,23,"sequence alignment","gene finding","genome assembly","drug design","Andrzej Blikle",1,"Andreas Maletti",0,"Donald P. Gaver",1,"Transactions on Geoscience and Remote Sensing 23","Andrzej Blikle reviews  Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.","Andreas Maletti reviews  Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.","Donald P. Gaver reviews  Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations."
"759",759,759,"Ann E. Kelley Sobel",31,"British","An4@gmail.com","Minimally adequate teacher synthesizes statechart diagrams.",2002,"IEEE Transactions on Neural Networks and Learning Systems","Israel","841-0-19-100447-0","0.5555/1081171011067451",78,139,8,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Ursula Goltz",0,"Ugo Montanari",0,"S. B. Quiring",0,"IEEE Transactions on Neural Networks and Learning Systems 8","Ursula Goltz reviews  Minimally adequate teacher synthesizes statechart diagrams.","Ugo Montanari reviews  Minimally adequate teacher synthesizes statechart diagrams.","S. B. Quiring reviews  Minimally adequate teacher synthesizes statechart diagrams."
"760",760,760,"Ann E. Kelley Sobel",31,"British","An4@gmail.com","Order and Metric in the Stream Semantics of Elemental Concurrency.",1987,"AAAI Conference on Artificial Intelligence","Israel","114-1-2-100068-3","9.4627/1141161181058171",67,108,6,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Heikki Mannila",1,"Stephan Heilbrunner",1,"Jon Louis Bentley",1,"AAAI Conference on Artificial Intelligence 6","Heikki Mannila reviews  Order and Metric in the Stream Semantics of Elemental Concurrency.","Stephan Heilbrunner reviews  Order and Metric in the Stream Semantics of Elemental Concurrency.","Jon Louis Bentley reviews  Order and Metric in the Stream Semantics of Elemental Concurrency."
"761",761,761,"Neelam Soundararajan",25,"Belgian","Ne18@gmail.com","Order and Metric in the Stream Semantics of Elemental Concurrency.",1987,"IEEE Transactions on Information Theory","Argetina","120-1-11-100766-8","2.6564/113981201095993",9,193,5,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Giuseppe Serazzi",1,"Yuxi Fu",1,"William P. R. Mitchell",1,"IEEE Transactions on Information Theory 5","Giuseppe Serazzi reviews  Order and Metric in the Stream Semantics of Elemental Concurrency.","Yuxi Fu reviews  Order and Metric in the Stream Semantics of Elemental Concurrency.","William P. R. Mitchell reviews  Order and Metric in the Stream Semantics of Elemental Concurrency."
"762",762,762,"Neelam Soundararajan",25,"Belgian","Ne18@gmail.com","Thrifty Execution of Task Pipelines.",1985,"Information Sciences","Canada","309-8-1-100286-2","6.5709/1161181181072332",37,28,14,"sequence alignment","gene finding","genome assembly","drug design","Patrick Cousot",0,"Wuu Yang",1,"Frank Drewes",1,"Information Sciences 14","Patrick Cousot reviews  Thrifty Execution of Task Pipelines.","Wuu Yang reviews  Thrifty Execution of Task Pipelines.","Frank Drewes reviews  Thrifty Execution of Task Pipelines."
"763",763,763,"Neelam Soundararajan",25,"Belgian","Ne18@gmail.com","Expressibility of Output Equals Input.",1992,"Annual Conference on Neural Information Processing Systems","Brazil","437-2-12-100288-0","1.7913/103109114976672",57,159,2,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Karl Meinke",1,"Gilles Bernot",0,"Eleni Mandrali",1,"Annual Conference on Neural Information Processing Systems 2","Karl Meinke reviews  Expressibility of Output Equals Input.","Gilles Bernot reviews  Expressibility of Output Equals Input.","Eleni Mandrali reviews  Expressibility of Output Equals Input."
"764",764,764,"Giora Slutzki",51,"Finnish","Gi18@gmail.com","Relational Database Constraints as Counterexamples.",1997,"Information Sciences","Canada","309-8-1-100286-2","6.5709/1161181181072332",37,28,14,"sequence alignment","gene finding","genome assembly","drug design","Paul Caspi",0,"Donald P. Gaver",1,"Alex Kondratyev",1,"Information Sciences 14","Paul Caspi reviews  Relational Database Constraints as Counterexamples.","Donald P. Gaver reviews  Relational Database Constraints as Counterexamples.","Alex Kondratyev reviews  Relational Database Constraints as Counterexamples."
"765",765,765,"Giora Slutzki",51,"Finnish","Gi18@gmail.com","Properties of Data Flow Frameworks.",1990,"Information Sciences","Canada","309-8-1-100286-2","6.5709/1161181181072332",37,28,14,"sequence alignment","gene finding","genome assembly","drug design","Chen-Ming Fan",0,"Vijay K. Vaishnavi",0,"Linqiang Pan",1,"Information Sciences 14","Chen-Ming Fan reviews  Properties of Data Flow Frameworks.","Vijay K. Vaishnavi reviews  Properties of Data Flow Frameworks.","Linqiang Pan reviews  Properties of Data Flow Frameworks."
"766",766,766,"Thomas Klingler",63,"Finnish","Th15@gmail.com","Relational Database Constraints as Counterexamples.",1997,"IEEE Journal of Selected Areas in Communications","Germany","664-5-18-100102-7","8.69/991031061144082",6,125,6,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Rudolf Berghammer",1,"George Humfeld",0,"Nathan Goodman",1,"IEEE Journal of Selected Areas in Communications 6","Rudolf Berghammer reviews  Relational Database Constraints as Counterexamples.","George Humfeld reviews  Relational Database Constraints as Counterexamples.","Nathan Goodman reviews  Relational Database Constraints as Counterexamples."
"767",767,767,"Thomas Klingler",63,"Finnish","Th15@gmail.com","Properties of Data Flow Frameworks.",1990,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Arnold L. Rosenberg",1,"Michael Bertol",1,"Jinzhao Wu",0,"International Conference on Machine Learning 3","Arnold L. Rosenberg reviews  Properties of Data Flow Frameworks.","Michael Bertol reviews  Properties of Data Flow Frameworks.","Jinzhao Wu reviews  Properties of Data Flow Frameworks."
"768",768,768,"Frank Drewes",61,"Swedish","Fr3@gmail.com","Expressibility of Output Equals Input.",1992,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Ecuador","738-8-4-100052-6","7.2263/1181101111226406",66,160,17,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Wayne A. Babich",0,"Heiko Vogler",1,"Pradip K. Srimani",0,"IEEE Transactions on Pattern Analysis and Machine Intelligence 17","Wayne A. Babich reviews  Expressibility of Output Equals Input.","Heiko Vogler reviews  Expressibility of Output Equals Input.","Pradip K. Srimani reviews  Expressibility of Output Equals Input."
"769",769,769,"Frank Drewes",61,"Swedish","Fr3@gmail.com","Properties of Data Flow Frameworks.",1990,"IEEE Journal of Selected Areas in Communications","Germany","664-5-18-100102-7","8.69/991031061144082",6,125,6,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","D. R. Milton",0,"Thomas N. Hibbard",0,"Kai Salomaa",1,"IEEE Journal of Selected Areas in Communications 6","D. R. Milton reviews  Properties of Data Flow Frameworks.","Thomas N. Hibbard reviews  Properties of Data Flow Frameworks.","Kai Salomaa reviews  Properties of Data Flow Frameworks."
"770",770,770,"Frank Drewes",61,"Swedish","Fr3@gmail.com","Information Theoretic Approximations for theM/G/1 Retrial Queue.",1994,"IEEE Transactions on Wireless Communications","Italy","329-6-18-100771-1","0.7893/116108111109163",89,145,25,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Maciej Koutny",0,"D. R. Milton",1,"Wojciech Fraczak",0,"IEEE Transactions on Wireless Communications 25","Maciej Koutny reviews  Information Theoretic Approximations for theM/G/1 Retrial Queue.","D. R. Milton reviews  Information Theoretic Approximations for theM/G/1 Retrial Queue.","Wojciech Fraczak reviews  Information Theoretic Approximations for theM/G/1 Retrial Queue."
"771",771,771,"Frank Drewes",61,"Swedish","Fr3@gmail.com","Top-Down Syntax Analysis.",1971,"Nucleic Acids Research","Germany","566-2-10-100502-8","2.8449/1001031031061503",79,71,8,"sequence alignment","gene finding","genome assembly","drug design","Wlodzimierz Drabent",0,"Joost Engelfriet",1,"C. Pandu Rangan",0,"Nucleic Acids Research 8","Wlodzimierz Drabent reviews  Top-Down Syntax Analysis.","Joost Engelfriet reviews  Top-Down Syntax Analysis.","C. Pandu Rangan reviews  Top-Down Syntax Analysis."
"772",772,772,"Andreas Maletti",49,"American","An16@gmail.com","Information Theoretic Approximations for theM/G/1 Retrial Queue.",1994,"Transactions on Geoscience and Remote Sensing","Israel","565-5-19-100564-8","3.1030/9911497115898",14,72,23,"sequence alignment","gene finding","genome assembly","drug design","Alexandre Brandwajn",0,"Juha Kortelainen",0,"Lorene E. Gupta",0,"Transactions on Geoscience and Remote Sensing 23","Alexandre Brandwajn reviews  Information Theoretic Approximations for theM/G/1 Retrial Queue.","Juha Kortelainen reviews  Information Theoretic Approximations for theM/G/1 Retrial Queue.","Lorene E. Gupta reviews  Information Theoretic Approximations for theM/G/1 Retrial Queue."
"773",773,773,"Lars Jacobsen",21,"Italian","La7@gmail.com","Data Management Support for Database Management.",1984,"AAAI Conference on Artificial Intelligence","Israel","114-1-2-100068-3","9.4627/1141161181058171",67,108,6,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Simant Dube",1,"Simant Dube",0,"Axel van Lamsweerde",1,"AAAI Conference on Artificial Intelligence 6","Simant Dube reviews  Data Management Support for Database Management.","Simant Dube reviews  Data Management Support for Database Management.","Axel van Lamsweerde reviews  Data Management Support for Database Management."
"774",774,774,"Kim S. Larsen",42,"Greece","Ki4@gmail.com","Data Management Support for Database Management.",1984,"NeuroImage","Netherlands","358-5-8-100034-7","4.5742/1151041131209445",67,95,7,"sequence alignment","gene finding","genome assembly","drug design","Peter E. Bulychev",1,"Mikkel Thorup",0,"Amir Pnueli",0,"NeuroImage 7","Peter E. Bulychev reviews  Data Management Support for Database Management.","Mikkel Thorup reviews  Data Management Support for Database Management.","Amir Pnueli reviews  Data Management Support for Database Management."
"775",775,775,"Bruce Russell",24,"Scottish","Br13@gmail.com","Data Management Support for Database Management.",1984,"IEEE Transactions on Information Theory","Argetina","120-1-11-100766-8","2.6564/113981201095993",9,193,5,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Maria J. Serna",0,"Robin Milner",1,"Patrick Cousot",0,"IEEE Transactions on Information Theory 5","Maria J. Serna reviews  Data Management Support for Database Management.","Robin Milner reviews  Data Management Support for Database Management.","Patrick Cousot reviews  Data Management Support for Database Management."
"776",776,776,"Bruce Russell",24,"Scottish","Br13@gmail.com","d-Words and d-Languages.",1998,"IEEE Transactions on Information Theory","Germany","664-5-18-100102-7","8.69/991031061144082",6,125,6,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Mikkel Thorup",1,"Manasi S. Kulkarni",1,"Luc Devroye",0,"IEEE Transactions on Information Theory 6","Mikkel Thorup reviews  d-Words and d-Languages.","Manasi S. Kulkarni reviews  d-Words and d-Languages.","Luc Devroye reviews  d-Words and d-Languages."
"777",777,777,"Bruce Russell",24,"Scottish","Br13@gmail.com","An Alternative Implementation of an Insertion-Only Recovery Technique.",1982,"IEEE Transactions on Information Theory","Netherlands","175-0-1-100082-0","3.7004/1021181091066417",67,52,18,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","John K. Lee",0,"Allen Reiter",0,"Charlie Svahnberg",0,"IEEE Transactions on Information Theory 18","John K. Lee reviews  An Alternative Implementation of an Insertion-Only Recovery Technique.","Allen Reiter reviews  An Alternative Implementation of an Insertion-Only Recovery Technique.","Charlie Svahnberg reviews  An Alternative Implementation of an Insertion-Only Recovery Technique."
"778",778,778,"Bruce Russell",24,"Scottish","Br13@gmail.com","Approximation schemes for the Min-Max Starting Time Problem.",2004,"IEEE Transactions on Information Theory","Israel","208-1-1-100197-6","1.6572/11011997118516",19,59,21,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Masataka Sassa",0,"Ram Chakka",0,"Ivan Hal Sudborough",1,"IEEE Transactions on Information Theory 21","Masataka Sassa reviews  Approximation schemes for the Min-Max Starting Time Problem.","Ram Chakka reviews  Approximation schemes for the Min-Max Starting Time Problem.","Ivan Hal Sudborough reviews  Approximation schemes for the Min-Max Starting Time Problem."
"779",779,779,"Graham Wrightson",74,"Canadian","Gr18@gmail.com","d-Words and d-Languages.",1998,"IEEE Transactions on Information Theory","Netherlands","358-5-8-100034-7","4.5742/1151041131209445",67,95,7,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Stefan Reisch",0,"Annabelle McIver",1,"Maria Calzarossa",1,"IEEE Transactions on Information Theory 7","Stefan Reisch reviews  d-Words and d-Languages.","Annabelle McIver reviews  d-Words and d-Languages.","Maria Calzarossa reviews  d-Words and d-Languages."
"780",780,780,"Graham Wrightson",74,"Canadian","Gr18@gmail.com","An Alternative Implementation of an Insertion-Only Recovery Technique.",1982,"IEEE Conference on Computer Vision and Pattern Recognition","Israel","208-1-1-100197-6","1.6572/11011997118516",19,59,21,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Pedro V. Silva",0,"Hendrik Jan Hoogeboom",1,"Wlodzimierz Drabent",1,"IEEE Conference on Computer Vision and Pattern Recognition 21","Pedro V. Silva reviews  An Alternative Implementation of an Insertion-Only Recovery Technique.","Hendrik Jan Hoogeboom reviews  An Alternative Implementation of an Insertion-Only Recovery Technique.","Wlodzimierz Drabent reviews  An Alternative Implementation of an Insertion-Only Recovery Technique."
"781",781,781,"Graham Wrightson",74,"Canadian","Gr18@gmail.com","On the Expansion of Non-Linear Functions.",1991,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Prakash Panangaden",1,"Lila Kari",0,"Gianluca Mezzetti",0,"International Conference on Machine Learning 3","Prakash Panangaden reviews  On the Expansion of Non-Linear Functions.","Lila Kari reviews  On the Expansion of Non-Linear Functions.","Gianluca Mezzetti reviews  On the Expansion of Non-Linear Functions."
"782",782,782,"Graham Wrightson",74,"Canadian","Gr18@gmail.com","Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.",1998,"European Conference on Computer Vision","Russia","253-5-13-100302-5","7.7955/1101221211108518",83,88,12,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Antonella Santone",0,"Chua-Huang Huang",0,"Peter R. J. Asveld",1,"European Conference on Computer Vision 12","Antonella Santone reviews  Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.","Chua-Huang Huang reviews  Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.","Peter R. J. Asveld reviews  Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees."
"783",783,783,"Joakim von Wright",38,"Mexican","Jo4@gmail.com","Approximation schemes for the Min-Max Starting Time Problem.",2004,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Michel Sintzoff",1,"Sanguthevar Rajasekaran",0,"Jinzhao Wu",0,"International Conference on Machine Learning 3","Michel Sintzoff reviews  Approximation schemes for the Min-Max Starting Time Problem.","Sanguthevar Rajasekaran reviews  Approximation schemes for the Min-Max Starting Time Problem.","Jinzhao Wu reviews  Approximation schemes for the Min-Max Starting Time Problem."
"784",784,784,"Joakim von Wright",38,"Mexican","Jo4@gmail.com","Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.",1998,"Information Sciences","Canada","309-8-1-100286-2","6.5709/1161181181072332",37,28,14,"sequence alignment","gene finding","genome assembly","drug design","Robert Meersman",1,"T. C. Hu",1,"Don Pigozzi",0,"Information Sciences 14","Robert Meersman reviews  Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.","T. C. Hu reviews  Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.","Don Pigozzi reviews  Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees."
"785",785,785,"Nissim Francez",46,"British","Ni0@gmail.com","Approximation schemes for the Min-Max Starting Time Problem.",2004,"Nucleic Acids Research","Germany","566-2-10-100502-8","2.8449/1001031031061503",79,71,8,"sequence alignment","gene finding","genome assembly","drug design","Michiel H. M. Smid",1,"Jurriaan Rot",1,"Eric Lilin",1,"Nucleic Acids Research 8","Michiel H. M. Smid reviews  Approximation schemes for the Min-Max Starting Time Problem.","Jurriaan Rot reviews  Approximation schemes for the Min-Max Starting Time Problem.","Eric Lilin reviews  Approximation schemes for the Min-Max Starting Time Problem."
"786",786,786,"Nissim Francez",46,"British","Ni0@gmail.com","Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.",1998,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Ecuador","738-8-4-100052-6","7.2263/1181101111226406",66,160,17,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Victor Mitrana",1,"Sven Schewe",1,"Carlos R. P. Hartmann",1,"IEEE Transactions on Pattern Analysis and Machine Intelligence 17","Victor Mitrana reviews  Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.","Sven Schewe reviews  Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.","Carlos R. P. Hartmann reviews  Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees."
"787",787,787,"Boris Klebansky",30,"Finnish","Bo3@gmail.com","On the Expansion of Non-Linear Functions.",1991,"AAAI Conference on Artificial Intelligence","Israel","114-1-2-100068-3","9.4627/1141161181058171",67,108,6,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Nissim Francez",0,"Teruo Hikita",0,"Friedrich L. Bauer",1,"AAAI Conference on Artificial Intelligence 6","Nissim Francez reviews  On the Expansion of Non-Linear Functions.","Teruo Hikita reviews  On the Expansion of Non-Linear Functions.","Friedrich L. Bauer reviews  On the Expansion of Non-Linear Functions."
"788",788,788,"Boris Klebansky",30,"Finnish","Bo3@gmail.com","EOL Systems with Control Devices.",1974,"IEEE Transactions on Cybernetics","Italy","222-4-14-100311-5","5.6164/11611197995254",78,117,4,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","George Humfeld",0,"Romain Brenguier",1,"Dirk Janssens",1,"IEEE Transactions on Cybernetics 4","George Humfeld reviews  EOL Systems with Control Devices.","Romain Brenguier reviews  EOL Systems with Control Devices.","Dirk Janssens reviews  EOL Systems with Control Devices."
"789",789,789,"Amir Pnueli",77,"British","Am15@gmail.com","EOL Systems with Control Devices.",1974,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Krishnendu Chatterjee",0,"Y. S. Tsai",1,"Hans-Peter Kriegel",1,"Annual Meeting of the Association for Computational Linguistics 28","Krishnendu Chatterjee reviews  EOL Systems with Control Devices.","Y. S. Tsai reviews  EOL Systems with Control Devices.","Hans-Peter Kriegel reviews  EOL Systems with Control Devices."
"790",790,790,"Amir Pnueli",77,"British","Am15@gmail.com","Analysis of Space Allocation in a Generally Fragmented Linear Store.",1987,"International Conference on Computer Vision","Australia","789-8-0-100595-4","3.8268/114106971112461",53,166,28,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Norbert Blum",0,"Frank Wm. Tompa",0,"Masataka Sassa",0,"International Conference on Computer Vision 28","Norbert Blum reviews  Analysis of Space Allocation in a Generally Fragmented Linear Store.","Frank Wm. Tompa reviews  Analysis of Space Allocation in a Generally Fragmented Linear Store.","Masataka Sassa reviews  Analysis of Space Allocation in a Generally Fragmented Linear Store."
